extracted_text,llm_label,bioportal_prefLabel,ontology_uri,ontology,mapping_backend,mapping_error,chunk,start,end,source_pass,context,source_chunk_path
LIM homeobox 6 (LHX6),Gene,LIM homeobox protein 8,http://purl.bioontology.org/ontology/MESH/C112960,MESH,local,,chunk_000,3975,3996,llm_masked_pass,"ns are dominated by PV+ GABAergic projection neurons 17. Within GPe, prototypic neurons express PV, LIM homeobox 6 (LHX6), and NK2 homeobox 1 (NKX2-1) 18,19; arkypallidal neurons express neuronal PAS domain protein 1 (NPA",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
NK2 homeobox 1 (NKX2-1),Gene,Homeobox Protein Nkx-2.5 [Chemical/Ingredient],http://purl.bioontology.org/ontology/NDFRT/N0000193086,NDFRT,local,,chunk_000,4002,4025,llm_masked_pass,"Aergic projection neurons 17. Within GPe, prototypic neurons express PV, LIM homeobox 6 (LHX6), and NK2 homeobox 1 (NKX2-1) 18,19; arkypallidal neurons express neuronal PAS domain protein 1 (NPAS1) and forkhead box protein",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
arkypallidal neurons,CellType,protein kinase C and casein kinase substrate in neurons protein 1 isoform 1 (rat),http://purl.obolibrary.org/obo/PR_Q9Z0W5-1,PR,local,,chunk_000,4033,4053,llm_masked_pass,"ithin GPe, prototypic neurons express PV, LIM homeobox 6 (LHX6), and NK2 homeobox 1 (NKX2-1) 18,19; arkypallidal neurons express neuronal PAS domain protein 1 (NPAS1) and forkhead box protein P2 (FOXP2) 20,21. GPi contai",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
neuronal PAS domain protein 1 (NPAS1),Gene,neuronal PAS domain-containing protein 1 (mouse),http://purl.obolibrary.org/obo/PR_P97459,PR,local,,chunk_000,4062,4099,llm_masked_pass,"express PV, LIM homeobox 6 (LHX6), and NK2 homeobox 1 (NKX2-1) 18,19; arkypallidal neurons express neuronal PAS domain protein 1 (NPAS1) and forkhead box protein P2 (FOXP2) 20,21. GPi contains PV+/LHX6+ projection neurons that form the",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
forkhead box protein P2 (FOXP2),Gene,forkhead box protein P2 (mouse),http://purl.obolibrary.org/obo/PR_P58463,PR,local,,chunk_000,4104,4135,llm_masked_pass,"2 homeobox 1 (NKX2-1) 18,19; arkypallidal neurons express neuronal PAS domain protein 1 (NPAS1) and forkhead box protein P2 (FOXP2) 20,21. GPi contains PV+/LHX6+ projection neurons that form the principal output pathway of the basa",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
GPi,BRAIN_STRUCTURE,Putamen,http://www.radlex.org/RID/RID6551,RADLEX,local,,chunk_000,4143,4146,llm_pass1,"al neurons express neuronal PAS domain protein 1 (NPAS1) and forkhead box protein P2 (FOXP2) 20,21. GPi contains PV+/LHX6+ projection neurons that form the principal output pathway of the basal ganglia 1",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
basal ganglia,BRAIN_STRUCTURE,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_000,4231,4244,llm_pass1,"XP2) 20,21. GPi contains PV+/LHX6+ projection neurons that form the principal output pathway of the basal ganglia 16,17. A comprehensive understanding of human basal ganglia organization requires integrating cell",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
basal ganglia,BRAIN_STRUCTURE,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_000,4292,4305,llm_pass1,"rm the principal output pathway of the basal ganglia 16,17. A comprehensive understanding of human basal ganglia organization requires integrating cell-type identity, molecular signatures, and spatial architectur",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
single-cell RNA sequencing,Technique,single-cell RNA sequencing,http://www.ebi.ac.uk/efo/EFO_0008913,EFO,local,,chunk_000,4458,4484,llm_masked_pass,", molecular signatures, and spatial architecture within an intact anatomical framework. Traditional single-cell RNA sequencing provides molecular resolution but lacks spatial context, limiting its ability to capture circuit-le",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
probe-based multiplexed fluorescent in situ hybridization (FISH),Technique,Fluorescent in situ hybridization (FISH),http://purl.bioontology.org/ontology/LNC/LP62864-1,LOINC,local,,chunk_000,4815,4879,llm_masked_pass,"in the spatial relationships of cell types and structures 10,14,[22][23][24]. These methods include probe-based multiplexed fluorescent in situ hybridization (FISH) and next-generation sequencing (NGS)-based spatially resolved transcriptomics, each with complement",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
next-generation sequencing (NGS)-based spatially resolved transcriptomics,Technique,Next-Generation Sequencing,https://pat.nichd.nih.gov/patinvestigativetechniques/IT.16.03,PATIT,local,,chunk_000,4884,4957,llm_masked_pass,"23][24]. These methods include probe-based multiplexed fluorescent in situ hybridization (FISH) and next-generation sequencing (NGS)-based spatially resolved transcriptomics, each with complementary strengths in resolution, transcriptome coverage, and throughput 23,25,26.",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
basal ganglia,BRAIN_STRUCTURE,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_000,5375,5388,llm_pass1,"spatial organization of striosomes within the striatal matrix and transcriptional gradients across basal ganglia nuclei in model organisms such as mice and macaques 10,27, a comprehensive molecular and cell-type-",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
basal ganglia,BRAIN_STRUCTURE,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_000,5530,5543,llm_pass1,"d macaques 10,27, a comprehensive molecular and cell-type-resolved spatial atlas of the adult human basal ganglia remains lacking. This gap has persisted in part because of the large size and complex cytoarchitect",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
basal ganglia,BRAIN_STRUCTURE,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_000,5656,5669,llm_pass1,"ing. This gap has persisted in part because of the large size and complex cytoarchitecture of human basal ganglia nuclei, as well as technical limitations in the spatial scale and resolution of existing mapping ap",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
basal ganglia,BRAIN_STRUCTURE,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_000,5862,5875,llm_pass1,"ping approaches. Addressing this limitation is particularly critical given the central role of the basal ganglia in human movement disorders (including Parkinson's disease and Huntington's disease), neuropsychiat",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
Parkinson's disease,NeurologicalDisorder,Parkinson disease 17,http://purl.obolibrary.org/obo/MONDO_0013625,DOVES,local,,chunk_000,5915,5934,llm_masked_pass,"cularly critical given the central role of the basal ganglia in human movement disorders (including Parkinson's disease and Huntington's disease), neuropsychiatric conditions, and species-specific differences in basal g",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
Huntington's disease,NeurologicalDisorder,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_000,5939,5959,llm_masked_pass,"he central role of the basal ganglia in human movement disorders (including Parkinson's disease and Huntington's disease), neuropsychiatric conditions, and species-specific differences in basal ganglia cellular compositi",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
basal ganglia,BRAIN_STRUCTURE,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_000,6027,6040,llm_pass1,"disease and Huntington's disease), neuropsychiatric conditions, and species-specific differences in basal ganglia cellular composition and structural organization that reflect the complexity of inputs and outputs",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
basal ganglia,BRAIN_STRUCTURE,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_000,6381,6394,llm_pass1,cterize cellular heterogeneity and molecular architecture within intact neural tissue such as human basal ganglia. Two particularly powerful approaches are Multiplexed Error-Robust Fluorescence In Situ Hybridizati,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
Multiplexed Error-Robust Fluorescence In Situ Hybridization (MERFISH),Technique,multiplexed error-robust fluorescence in situ hybridization assay,http://purl.obolibrary.org/obo/OBI_0003604,OBI,local,,chunk_000,6437,6506,llm_masked_pass,"e within intact neural tissue such as human basal ganglia. Two particularly powerful approaches are Multiplexed Error-Robust Fluorescence In Situ Hybridization (MERFISH) 26,[29][30][31][32][33] and Spatio-Temporal Enhanced Resolution Omics-sequencing (Stereo-seq) [34][",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
Spatio-Temporal Enhanced Resolution Omics-sequencing (Stereo-seq),Technique,enhanced cross-linking immunoprecipitation high-throughput sequencing assay,http://purl.obolibrary.org/obo/OBI_0002111,OBO,local,,chunk_000,6535,6600,llm_masked_pass,"e Multiplexed Error-Robust Fluorescence In Situ Hybridization (MERFISH) 26,[29][30][31][32][33] and Spatio-Temporal Enhanced Resolution Omics-sequencing (Stereo-seq) [34][35][36][37][38]. MERFISH enables highly multiplexed, single-molecule RNA imaging at subcellula",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
single-molecule RNA imaging,Technique,Single Molecule Imaging,http://purl.obolibrary.org/obo/MESH_D000072760,BERO,local,,chunk_000,6659,6686,llm_masked_pass,"Resolution Omics-sequencing (Stereo-seq) [34][35][36][37][38]. MERFISH enables highly multiplexed, single-molecule RNA imaging at subcellular resolution, allowing the precise mapping of hundreds to thousands of genes within in",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
DNA nanoball-patterned arrays,Technique,DNA Repair-on-a-Chip: Spatially Encoded Microwell Arrays (Grant/Project Number: R43ES021116),https://reporter.nih.gov/search/2NC9YrDMM0SiuN8TnuRgKg/project-details/8250928,HHEARVS,local,,chunk_000,7707,7736,llm_masked_pass,with subcellular precision for integrative molecular and structural analyses 44. Stereo-seq employs DNA nanoball-patterned arrays to generate spatially barcoded cDNA libraries that capture transcriptomes from large tissue section,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
spatially barcoded cDNA libraries,Technique,barcoded plate-based single cell RNA-seq,http://www.ebi.ac.uk/efo/EFO_0010964,EFO,local,,chunk_000,7749,7782,llm_masked_pass,"molecular and structural analyses 44. Stereo-seq employs DNA nanoball-patterned arrays to generate spatially barcoded cDNA libraries that capture transcriptomes from large tissue sections at high resolution 34,[36][37][38]. Stereo-s",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
basal ganglia,BRAIN_STRUCTURE,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_000,8435,8448,llm_pass1,"ngths of MERFISH+ and Stereo-seq to generate a multiscale spatial transcriptomic atlas of the human basal ganglia to capture spatial gene-expression patterns, specific cell types, and molecular architectures acros",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
basal ganglia,BRAIN_STRUCTURE,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_000,8671,8684,llm_pass1,"ue sections from four neurotypical adult postmortem donors. This atlas offers a novel view of human basal ganglia organization of cell types, cellular communities, and region-specific transcriptional gradients at",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
basal ganglia,BRAIN_STRUCTURE,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_000,8924,8937,llm_pass1,"y uncharted. RESULTS Multi-region, subcellular-resolution spatial transcriptomic mapping of human basal ganglia We obtained four postmortem human brain fresh frozen slabs across anterior-toposterior segments of",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
basal ganglia,BrainRegion,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_000,9042,9055,llm_masked_pass,"obtained four postmortem human brain fresh frozen slabs across anterior-toposterior segments of the basal ganglia encompassing the caudate nucleus, putamen, nucleus accumbens (NAc), globus pallidus, and internal c",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
caudate nucleus,BRAIN_STRUCTURE,Caudate Nucleus,http://purl.jp/bio/4/id/200906006884530231,IOBC,local,,chunk_000,9073,9088,llm_pass1,"brain fresh frozen slabs across anterior-toposterior segments of the basal ganglia encompassing the caudate nucleus, putamen, nucleus accumbens (NAc), globus pallidus, and internal capsule (Figure 1A). Tissue sample",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
putamen,BRAIN_STRUCTURE,Putamen or Globus Pallidus,http://purl.obolibrary.org/obo/NCIT_C182245,BERO,local,,chunk_000,9090,9097,llm_pass1,"n slabs across anterior-toposterior segments of the basal ganglia encompassing the caudate nucleus, putamen, nucleus accumbens (NAc), globus pallidus, and internal capsule (Figure 1A). Tissue samples were co",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
nucleus accumbens,BRAIN_STRUCTURE,nucleus accumbens septi,http://purl.jp/bio/4/id/200906026769438853,IOBC,local,,chunk_000,9099,9116,llm_pass1,"cross anterior-toposterior segments of the basal ganglia encompassing the caudate nucleus, putamen, nucleus accumbens (NAc), globus pallidus, and internal capsule (Figure 1A). Tissue samples were collected from four n",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
NAc,BrainRegionAcronym,Abnormal globus pallidus morphology,http://purl.obolibrary.org/obo/HP_0002453,UPHENO,local,,chunk_000,9118,9121,llm_masked_pass,"sterior segments of the basal ganglia encompassing the caudate nucleus, putamen, nucleus accumbens (NAc), globus pallidus, and internal capsule (Figure 1A). Tissue samples were collected from four neurot",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_000.txt
